id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,mean_clicks,sum_clicks
11391,0,1,1,0,1,9,2,0,240,0,2,4.76530612244898,934.0
28400,0,1,0,6,1,2,1,0,60,0,2,3.3372093023255816,1435.0
30268,0,1,0,5,0,3,1,0,60,1,3,3.6973684210526314,281.0
31604,0,1,0,7,0,5,1,0,60,0,2,3.2549019607843137,2158.0
32885,0,1,0,11,2,5,0,0,60,0,2,2.9375,1034.0
38053,0,1,1,10,0,8,1,0,60,0,2,3.3817427385892116,2445.0
45462,0,1,1,6,1,3,0,0,60,0,2,4.20281690140845,1492.0
45642,0,1,0,5,0,9,0,0,120,0,2,2.689265536723164,1428.0
52130,0,1,0,0,0,7,0,0,90,0,2,3.193929173693086,1894.0
57506,0,1,1,8,2,7,1,0,60,0,2,3.272952853598015,1319.0
58873,0,1,0,0,0,2,0,0,60,0,2,3.2927756653992395,1732.0
59185,0,1,1,0,2,6,1,0,60,0,2,3.1942028985507247,1102.0
62155,0,1,0,5,1,5,0,0,60,0,2,3.45361875637105,3388.0
63400,0,1,1,6,2,4,1,0,60,0,2,3.6013157894736842,2737.0
65002,0,1,0,0,0,7,0,0,60,0,3,3.1666666666666665,171.0
70464,0,1,0,11,0,6,1,0,60,0,2,5.136585365853659,1053.0
74372,0,1,1,0,0,1,1,0,150,0,1,1.6111111111111112,116.0
75091,0,1,1,9,0,3,1,0,60,0,2,3.9681697612732094,2992.0
77367,0,1,1,1,0,3,0,0,60,0,2,2.5092250922509227,680.0
91265,0,1,1,5,1,0,0,0,60,0,2,3.0120967741935485,1494.0
94961,0,1,1,8,2,7,1,0,60,0,3,3.323529411764706,339.0
98094,0,1,1,10,2,7,1,0,60,0,2,7.3549222797927465,2839.0
100893,0,1,1,12,0,2,0,0,60,0,2,3.0617283950617282,744.0
101781,0,1,1,8,2,8,1,0,60,0,2,4.495071193866375,4104.0
102806,0,1,1,5,0,3,0,0,60,0,2,2.4891165172855314,1944.0
102952,0,1,1,3,1,6,0,0,60,0,2,3.6741214057507987,1150.0
106247,0,1,1,8,1,8,1,0,60,0,3,3.206896551724138,465.0
106577,0,1,1,1,2,2,0,0,60,0,2,3.316742081447964,733.0
110175,0,1,1,0,1,8,1,0,60,0,2,2.9096209912536444,998.0
111717,0,1,0,0,1,9,1,0,60,0,2,3.9779286926994906,2343.0
113295,0,1,1,12,2,6,1,0,60,0,2,3.5494505494505493,3553.0
114999,0,1,1,12,1,6,1,0,60,0,2,2.6627450980392156,1358.0
116541,0,1,1,10,1,0,0,0,60,0,2,3.669260700389105,1886.0
116692,0,1,1,0,0,7,1,0,60,0,2,3.562700964630225,1108.0
118983,0,1,1,1,1,3,0,0,120,0,2,2.5585585585585586,284.0
123044,0,1,1,8,0,4,1,0,60,0,2,3.401666666666667,2041.0
127582,0,1,0,1,0,4,0,0,180,0,2,3.0022727272727274,1321.0
129955,0,1,1,11,0,5,0,0,60,0,3,3.3366336633663365,1011.0
132976,0,1,0,0,2,8,1,0,120,0,2,3.4210526315789473,520.0
134143,0,1,0,7,0,9,1,0,60,0,0,4.801405975395431,2732.0
135335,0,1,0,0,2,2,0,0,180,0,3,2.28,57.0
135400,0,1,0,7,2,9,1,0,60,1,3,2.63302752293578,287.0
137873,0,1,1,9,0,4,1,0,60,0,2,3.923349893541519,5528.0
141355,0,1,0,1,0,3,0,0,240,0,2,3.1162393162393163,1823.0
141377,0,1,1,9,0,9,0,0,345,0,3,3.25,143.0
142326,0,1,0,4,0,5,1,0,60,0,2,3.3613312202852614,2121.0
144801,0,1,0,8,1,8,1,0,60,0,2,3.484567901234568,5645.0
145130,0,1,1,9,1,6,0,0,120,0,2,3.033557046979866,452.0
146188,0,1,0,11,0,2,0,0,60,1,1,3.109375,597.0
147756,0,1,1,4,2,6,0,0,120,0,1,2.6798245614035086,611.0
147793,0,1,0,4,2,8,0,0,90,0,3,3.7804878048780486,155.0
148993,0,1,0,5,0,3,1,0,60,1,3,3.3646209386281587,1864.0
151358,0,1,0,3,0,8,0,0,150,0,2,3.033707865168539,270.0
155550,0,1,1,3,0,0,1,0,420,0,2,3.649164677804296,1529.0
155854,0,1,0,1,0,2,1,0,60,0,2,4.156801661474558,4003.0
155984,0,1,0,0,2,7,0,0,60,0,3,3.706122448979592,908.0
157568,0,1,0,9,0,9,0,0,60,0,2,3.639896373056995,1405.0
159954,0,1,1,1,0,4,1,0,60,0,3,3.703125,1185.0
164259,0,1,1,6,0,7,0,0,60,0,2,1.9497907949790796,466.0
167906,0,1,0,12,0,4,1,0,60,0,2,2.9320388349514563,1510.0
168936,0,1,0,11,2,1,1,0,60,0,2,2.466887417218543,745.0
174782,0,1,1,0,1,9,2,0,60,0,2,3.8454047474132684,6318.0
175932,0,1,1,5,1,7,1,0,60,0,2,4.613272311212815,2016.0
175991,0,1,0,5,0,8,0,0,180,0,1,2.76,138.0
180753,0,1,1,9,0,3,0,0,120,0,2,2.344988344988345,2012.0
181316,0,1,0,9,0,8,1,0,120,0,3,3.3586206896551722,487.0
183096,0,1,0,9,0,6,0,0,60,0,2,3.610603290676417,1975.0
183947,0,1,1,3,0,1,0,0,180,0,2,2.619565217391304,964.0
184271,0,1,1,9,1,8,1,0,170,0,2,2.750524109014675,1312.0
185439,0,1,1,3,1,1,0,0,120,0,1,4.313131313131313,427.0
186149,0,1,1,6,1,3,1,0,60,0,2,3.651282051282051,2136.0
187100,0,1,1,7,0,5,1,0,60,0,0,4.454734651404786,8562.0
188278,0,1,1,12,0,7,1,0,120,0,3,3.648854961832061,1434.0
189879,0,1,1,6,0,9,0,0,120,0,2,3.486425339366516,1541.0
192183,0,1,0,9,2,9,0,0,60,0,2,4.003731343283582,3219.0
195262,0,1,1,3,0,9,0,0,60,0,3,5.411931818181818,1905.0
200860,0,1,1,3,2,5,1,0,60,0,2,1.9071428571428573,534.0
202635,0,1,0,10,0,3,0,0,60,0,3,4.774410774410774,1418.0
205350,0,1,1,9,1,8,1,0,60,0,2,2.9573712255772646,1665.0
205719,0,1,1,0,0,4,0,0,90,1,1,2.8461538461538463,333.0
227499,0,1,0,3,0,1,1,0,60,0,0,3.6592317224287485,2953.0
228082,0,1,1,3,1,6,0,0,60,0,2,1.6691176470588236,227.0
228222,0,1,1,1,2,5,0,0,60,0,2,2.680722891566265,445.0
229179,0,1,1,11,0,2,0,0,60,0,2,3.766871165644172,614.0
229361,0,1,1,1,0,5,0,0,60,0,2,3.481375358166189,1215.0
231554,0,1,1,3,0,4,0,0,240,0,2,4.227586206896552,1839.0
235507,0,1,1,12,0,9,0,0,240,0,3,2.676056338028169,190.0
236284,0,1,1,6,4,9,0,0,60,0,2,3.4857142857142858,732.0
238007,0,1,1,8,1,9,2,0,60,0,2,2.6043068640646028,1935.0
240712,0,1,1,3,1,8,0,0,80,0,2,3.0,321.0
240884,0,1,1,8,0,9,0,0,120,0,2,2.235602094240838,427.0
241649,0,1,1,0,1,9,1,0,60,0,2,3.3019197207678883,1892.0
241729,0,1,0,1,1,6,1,0,60,0,1,2.917065390749601,1829.0
242793,0,1,1,3,1,2,1,0,60,0,2,2.5019011406844105,658.0
246834,0,1,1,9,0,9,1,0,60,0,2,3.3447293447293447,1174.0
248270,0,1,1,5,2,2,0,0,90,0,2,2.6183510638297873,1969.0
255548,0,1,1,10,2,2,1,0,60,0,2,3.165644171779141,2580.0
256815,0,1,1,5,1,1,0,0,120,0,2,2.859073359073359,1481.0
258392,0,1,0,11,2,3,0,0,60,0,2,2.822742474916388,844.0
258894,0,1,0,0,2,7,1,0,60,0,2,3.6226277372262774,4963.0
260355,0,1,0,3,0,8,1,0,60,0,3,3.1791044776119404,426.0
262011,0,1,1,1,0,2,1,0,60,0,2,3.0898550724637683,1066.0
262934,0,1,0,5,0,3,1,0,60,0,2,3.3570432357043236,2407.0
268073,0,1,1,0,0,1,1,0,90,0,1,4.483240223463687,3210.0
268733,0,1,1,0,0,3,0,0,180,0,3,3.418181818181818,188.0
271251,0,1,1,6,0,8,1,0,60,0,2,5.23943661971831,3348.0
277880,0,1,0,7,0,6,0,0,60,0,3,4.2893617021276595,2016.0
279572,0,1,1,3,2,4,0,0,60,0,0,3.983164983164983,1183.0
281022,0,1,0,6,0,3,0,0,150,0,2,2.6885245901639343,492.0
281250,0,1,1,10,2,7,1,0,60,0,1,1.6883116883116882,130.0
281589,0,1,1,5,1,3,0,0,60,0,1,2.107142857142857,59.0
282821,0,1,1,9,0,3,1,0,60,0,2,4.102510460251046,1961.0
286488,0,1,1,7,0,9,1,0,60,0,2,3.683098591549296,1046.0
287548,0,1,1,0,0,9,0,0,120,0,2,3.3541666666666665,483.0
290201,0,1,1,10,0,2,0,0,60,0,2,3.5080645161290325,1740.0
290757,0,1,1,5,0,3,0,0,60,0,2,4.261437908496732,652.0
291334,0,1,1,7,0,9,1,0,60,0,0,2.78392762107504,5231.0
293699,0,1,1,1,0,7,0,0,120,0,2,1.6403508771929824,187.0
294570,0,1,1,7,1,9,2,0,60,0,2,4.052511415525114,1775.0
294594,0,1,1,7,0,9,0,0,60,0,2,3.37890625,865.0
295741,0,1,1,7,0,4,1,0,240,0,1,2.3633333333333333,709.0
296332,0,1,1,8,4,9,2,0,60,0,0,4.211350293542075,2152.0
298696,0,1,0,7,1,8,0,0,60,0,2,2.557213930348259,514.0
300398,0,1,1,11,0,3,1,0,60,0,2,3.443103448275862,1997.0
302302,0,1,0,0,0,4,0,0,60,0,1,3.109090909090909,513.0
305152,0,1,1,5,0,7,0,0,60,0,1,3.3181818181818183,146.0
305386,0,1,1,11,0,7,0,0,120,1,2,3.470108695652174,1277.0
305539,0,1,0,10,2,8,0,0,120,0,3,2.6153846153846154,68.0
306107,0,1,1,11,0,5,1,0,120,0,2,3.0652173913043477,987.0
306466,0,1,1,0,0,9,1,0,60,0,2,3.2275132275132274,1220.0
306897,0,1,0,3,0,1,0,0,60,0,2,2.4658273381294964,2742.0
307061,0,1,0,1,1,1,0,0,60,0,2,2.6957605985037407,1081.0
307866,0,1,1,11,0,7,0,0,60,0,2,3.9151193633952253,1476.0
311917,0,1,1,9,0,6,2,0,120,0,2,3.204022988505747,2230.0
312537,0,1,1,8,4,9,2,0,60,0,0,7.02016348773842,12882.0
312782,0,1,1,8,0,9,0,0,60,0,2,2.650943396226415,281.0
318933,0,1,0,0,1,8,0,0,120,0,2,2.784782608695652,1281.0
319047,0,1,0,1,0,5,0,0,60,0,2,3.4086911536471804,6589.0
321942,0,1,1,8,1,9,2,0,60,0,2,4.727144866385372,10083.0
324002,0,1,1,0,1,4,1,0,60,0,2,3.1163934426229507,1901.0
324084,0,1,0,9,0,1,1,0,60,0,2,3.9696356275303644,1961.0
324282,0,1,1,7,0,9,0,0,120,0,2,1.7972972972972974,133.0
331358,0,1,0,8,1,9,1,0,60,0,3,4.50853889943074,2376.0
332789,0,1,0,0,0,6,1,0,60,0,2,3.6941964285714284,1655.0
333059,0,1,1,6,0,2,0,0,120,0,2,2.213235294117647,301.0
333323,0,1,1,6,1,8,0,0,60,0,2,3.640449438202247,648.0
334259,0,1,0,3,0,5,0,0,150,0,1,2.721311475409836,332.0
334333,0,1,0,9,0,0,0,0,240,1,3,3.03,303.0
335764,0,1,0,7,0,2,0,0,60,0,3,3.1272229822161424,2286.0
336207,0,1,1,0,0,9,0,0,120,0,2,3.323232323232323,1316.0
339972,0,1,1,4,0,8,0,0,60,0,2,2.664,333.0
341872,0,1,1,0,2,4,0,0,180,0,1,1.7787610619469028,201.0
342007,0,1,0,11,1,7,0,0,60,0,3,3.8596491228070176,880.0
342514,0,1,1,6,2,5,2,0,60,0,2,4.3624161073825505,1950.0
342972,0,1,1,12,1,0,0,0,60,0,2,2.5944272445820435,838.0
343446,0,1,1,2,1,7,1,0,120,0,2,2.9942481511914543,3644.0
344282,0,1,1,12,0,1,0,0,60,0,1,1.2264150943396226,65.0
345068,0,1,1,0,0,6,0,0,180,1,2,2.568075117370892,547.0
345357,0,1,1,12,0,3,0,0,60,0,0,3.010854816824966,2219.0
346025,0,1,1,0,0,5,0,0,120,0,2,2.0919117647058822,569.0
346843,0,1,0,6,1,5,1,0,120,0,1,4.1,164.0
350188,0,1,1,5,1,8,1,0,60,0,2,2.4082278481012658,761.0
354858,0,1,1,8,1,9,1,0,120,0,3,4.304347826086956,198.0
357668,0,1,1,12,0,1,0,0,60,0,1,1.8863636363636365,166.0
364177,0,1,1,0,2,7,1,0,60,0,1,3.3925619834710745,821.0
365244,0,1,0,3,0,0,0,0,120,0,2,2.2109181141439205,891.0
365642,0,1,1,0,2,1,1,0,60,0,2,2.8198675496688743,2129.0
366483,0,1,1,9,1,4,0,0,60,0,2,3.002049180327869,1465.0
368194,0,1,0,9,0,5,0,0,120,1,2,2.5857988165680474,437.0
368824,0,1,1,10,1,5,1,0,120,0,1,2.3548387096774195,292.0
368963,0,1,1,12,2,0,0,0,180,0,2,3.008888888888889,677.0
376581,0,1,0,8,0,8,1,0,60,0,2,3.7208931419457736,2333.0
380953,0,1,1,1,0,8,0,0,60,0,2,2.839572192513369,1062.0
383254,0,1,1,12,0,9,0,0,120,0,2,1.9963235294117647,543.0
386952,0,1,1,12,0,7,0,0,120,0,2,2.549019607843137,910.0
388722,0,1,0,3,2,8,1,0,60,0,2,3.0225225225225225,671.0
388885,0,1,1,9,0,9,1,0,60,0,2,3.5714285714285716,875.0
390890,0,1,1,6,0,0,0,0,90,0,3,2.944700460829493,639.0
392756,0,1,1,11,0,7,0,0,120,0,1,2.1736526946107784,363.0
392931,0,1,0,5,0,5,1,0,120,0,2,3.1346555323590812,3003.0
393207,0,1,1,5,0,6,0,0,60,0,2,3.6962025316455698,876.0
396872,0,1,1,12,1,5,0,0,180,0,2,3.244299674267101,996.0
398552,0,1,1,12,2,9,0,0,240,0,1,3.6625386996904026,1183.0
401869,0,1,0,7,2,8,0,0,60,0,2,2.7130681818181817,955.0
402470,0,1,1,9,2,5,1,0,60,0,2,4.176300578034682,1445.0
404804,0,1,1,10,2,2,1,0,120,0,2,3.348684210526316,509.0
405088,0,1,1,4,0,2,0,0,120,0,2,3.393643031784841,1388.0
414117,0,1,1,12,0,5,0,0,120,0,2,2.5062111801242235,807.0
415969,0,1,1,11,1,0,1,0,90,0,3,4.575757575757576,1359.0
420087,0,1,1,6,0,4,0,0,60,1,1,2.4963503649635035,342.0
429958,0,1,0,5,0,7,0,0,60,0,2,3.288,411.0
441018,0,1,0,7,0,7,0,0,150,0,2,2.636734693877551,646.0
441888,0,1,1,3,0,2,0,0,120,0,2,2.7169117647058822,739.0
442442,0,1,1,9,1,8,0,0,120,0,3,3.4203389830508475,1009.0
444677,0,1,1,3,1,3,0,0,60,0,0,2.447731755424063,1241.0
470588,0,1,1,7,1,9,1,0,60,0,3,4.938271604938271,400.0
489455,0,1,0,9,0,2,0,0,60,0,2,3.504950495049505,2832.0
494424,0,1,0,4,0,8,0,0,60,0,1,2.761904761904762,58.0
495284,0,1,1,7,1,8,0,0,120,0,2,3.9004329004329006,901.0
498857,0,1,1,5,1,8,1,0,60,0,2,2.91812865497076,998.0
508818,0,1,1,3,0,4,0,0,120,0,2,4.12043795620438,1129.0
512460,0,1,1,7,1,9,0,0,120,0,2,2.217021276595745,521.0
544103,0,1,1,5,1,4,0,0,120,0,2,3.2605042016806722,2328.0
550383,0,1,1,7,1,6,0,0,60,0,2,3.8559322033898304,910.0
564450,0,1,1,11,1,8,0,0,120,0,1,2.5454545454545454,224.0
568601,0,1,0,6,1,3,0,0,60,0,3,5.809523809523809,488.0
572652,0,1,1,11,1,7,0,0,120,0,2,3.9,780.0
580389,0,1,1,2,1,9,0,0,120,0,2,4.022151898734177,1271.0
581129,0,1,1,0,0,3,0,0,120,0,1,2.5526315789473686,194.0
588775,0,1,1,9,0,9,0,0,120,0,2,4.077899596076168,7067.0
591774,0,1,1,8,4,9,1,0,60,0,2,2.8947368421052633,605.0
606143,0,1,1,6,4,9,1,0,60,0,1,3.147286821705426,406.0
704156,0,1,1,8,1,9,2,0,120,0,2,4.129380053908355,3064.0
705379,0,1,1,11,0,6,2,0,120,0,0,3.941707147814018,5680.0
721259,0,1,0,8,2,5,2,0,120,0,3,4.3546099290780145,1228.0
749412,0,1,1,8,2,7,2,0,60,0,2,3.404418011894647,4007.0
760729,0,1,1,11,0,6,2,0,60,0,0,3.984691088026244,7288.0
905042,0,1,0,0,0,9,1,0,60,0,2,3.4331428571428573,3004.0
949618,0,1,0,9,0,5,1,0,60,0,2,2.4275491949910553,1357.0
958987,0,1,1,5,1,4,1,0,60,0,2,3.1099744245524295,1216.0
968578,0,1,0,0,0,4,1,0,60,0,2,3.246268656716418,870.0
969076,0,1,1,9,0,8,1,0,180,0,3,2.6541554959785523,1980.0
971027,0,1,0,11,1,9,1,0,60,0,2,4.076315789473684,3098.0
978739,0,1,1,8,1,9,1,0,60,0,2,5.238845144356955,5988.0
1035023,0,1,0,3,2,3,1,0,60,0,2,3.3146853146853146,1896.0
1105478,0,1,1,6,1,8,2,0,60,0,2,3.310546875,1695.0
1352868,0,1,1,12,0,2,1,0,60,0,3,3.6839080459770117,641.0
1401935,0,1,1,11,0,7,1,0,60,0,1,2.823529411764706,240.0
1402638,0,1,0,1,1,3,1,0,60,0,2,2.935483870967742,910.0
1414443,0,1,0,12,0,1,1,0,120,0,1,4.80352644836272,1907.0
1456619,0,1,1,9,0,9,1,0,60,0,3,3.3840579710144927,467.0
1465690,0,1,1,11,1,4,1,0,120,0,2,3.4808853118712273,3460.0
1472925,0,1,0,0,2,4,1,0,60,1,1,4.082608695652174,939.0
1488959,0,1,1,3,0,7,1,0,60,0,2,4.844660194174757,3493.0
1518989,0,1,0,7,2,8,1,0,60,0,2,3.5519864750633983,4202.0
1618738,0,1,1,3,2,9,1,0,60,0,2,4.918367346938775,723.0
1620151,0,1,1,8,1,9,1,0,60,0,1,4.577981651376147,998.0
1626710,0,1,1,5,0,6,1,0,60,0,0,3.584176085663296,6025.0
1640609,0,1,1,11,0,3,1,0,60,0,2,3.531751570132589,5061.0
1686521,0,1,0,5,2,5,1,0,60,0,3,3.199004975124378,643.0
1729319,0,1,0,6,1,4,1,0,60,0,2,3.6026143790849674,2756.0
1746134,0,1,1,0,0,6,1,0,60,0,2,3.2940074906367043,1759.0
1758449,0,1,1,8,2,3,1,0,75,0,3,4.24,2756.0
1763015,0,1,0,6,0,1,1,0,60,0,3,14.0,420.0
1765788,0,1,1,7,1,7,2,0,60,0,2,4.122079439252336,7057.0
1801641,0,1,1,6,0,3,1,0,60,0,2,3.425373134328358,459.0
1847830,0,1,1,9,2,4,1,0,60,0,2,4.016019716574245,6518.0
1860318,0,1,1,9,2,4,1,0,300,1,2,4.499246987951807,5975.0
1889511,0,1,1,12,0,5,1,0,60,0,2,3.0504347826086957,1754.0
1889577,0,1,0,8,0,7,1,0,60,1,2,3.03257328990228,931.0
1894188,0,1,0,1,0,8,0,0,60,0,2,8.763265306122449,4294.0
1938355,0,1,1,8,0,9,1,0,60,0,2,3.2817133443163096,1992.0
1942396,0,1,0,0,2,4,1,0,120,1,2,2.8658536585365852,470.0
1970390,0,1,1,11,2,0,1,0,60,0,3,5.550074738415546,11139.0
1976139,0,1,1,2,2,5,1,0,120,0,2,3.4350282485875705,1216.0
2011876,0,1,0,0,0,9,0,0,60,1,2,3.343675417661098,1401.0
2012966,0,1,1,5,2,3,1,0,60,0,2,3.5067567567567566,519.0
2051699,0,1,0,9,2,7,1,0,60,0,2,3.931972789115646,1734.0
2062879,0,1,0,0,0,6,0,0,60,0,1,3.2330623306233064,2386.0
2065691,0,1,1,3,0,3,1,0,330,1,3,5.766129032258065,1430.0
2073016,0,1,0,3,2,3,1,0,60,0,3,2.580547112462006,849.0
2080474,0,1,0,8,0,9,1,0,60,0,2,3.1745152354570636,1146.0
2083877,0,1,0,11,0,0,0,0,120,0,2,2.6550387596899223,685.0
2084066,0,1,0,9,2,5,1,0,60,0,1,4.230107526881721,1967.0
2104505,0,1,1,11,2,0,1,0,60,0,2,3.5583756345177666,701.0
2122180,0,1,0,5,2,8,1,0,60,0,0,4.822927328556807,4712.0
2139353,0,1,1,3,0,5,1,0,120,0,3,2.8295964125560538,1262.0
2143752,0,1,0,8,2,7,1,0,60,0,2,5.363636363636363,1888.0
2146792,0,1,1,5,1,2,2,0,60,0,2,3.3125,2385.0
2149225,0,1,1,6,0,7,1,0,60,1,3,3.625,319.0
2153153,0,1,0,12,0,4,0,0,60,0,2,4.123020706455542,3385.0
2155014,0,1,0,11,2,8,0,0,60,1,2,4.751633986928105,1454.0
2164705,0,1,0,5,0,4,0,0,120,0,1,3.039473684210526,231.0
2171627,0,1,0,12,0,3,1,0,60,0,2,3.3819095477386933,1346.0
2182846,0,1,0,3,0,7,1,0,60,0,2,3.046999276934201,4214.0
2194100,0,1,0,0,0,5,1,0,60,0,2,3.228110599078341,1401.0
2197016,0,1,0,5,1,3,1,0,60,0,2,3.5060240963855422,1455.0
2208424,0,1,1,6,0,2,0,0,60,0,2,2.8877005347593583,1080.0
2229865,0,1,0,11,0,1,1,0,60,0,2,3.5521405049396266,3236.0
2255601,0,1,0,8,0,8,1,0,120,0,3,4.114886731391586,2543.0
2268379,0,1,0,1,0,2,0,0,60,0,2,2.7003205128205128,1685.0
2278464,0,1,1,8,2,3,1,0,60,0,2,2.765765765765766,307.0
2293923,0,1,1,8,0,9,0,0,150,0,2,2.7545454545454544,303.0
2312620,0,1,0,1,1,2,1,0,60,0,3,3.5841269841269843,1129.0
2329342,0,1,0,0,2,4,1,0,120,0,2,2.9123711340206184,565.0
2339528,0,1,0,3,2,4,0,0,60,0,0,3.825806451612903,593.0
2342426,0,1,1,12,2,2,1,0,60,0,1,3.501930501930502,1814.0
2344901,0,1,0,12,0,6,0,0,60,0,1,3.0902777777777777,445.0
2358969,0,1,0,0,0,7,0,0,180,0,3,3.518867924528302,373.0
2364471,0,1,0,6,1,9,0,0,60,1,2,3.220627802690583,7182.0
2367155,0,1,0,0,0,8,0,0,120,0,2,4.211764705882353,2148.0
2369266,0,1,0,3,2,7,1,0,60,0,2,4.470833333333333,2146.0
2376496,0,1,0,1,0,2,0,0,120,0,2,2.480132450331126,749.0
2391984,0,1,1,8,0,9,0,0,60,0,3,4.351063829787234,818.0
2411661,0,1,0,8,0,8,0,0,120,0,1,4.592,574.0
2411778,0,1,1,6,1,2,0,0,120,0,3,6.2635983263598325,1497.0
2412002,0,1,1,9,2,5,1,0,90,0,0,3.4262295081967213,3344.0
2412967,0,1,0,8,0,8,1,0,60,0,2,3.5214899713467047,2458.0
2429854,0,1,1,3,0,1,1,0,120,1,3,4.119496855345912,655.0
2437837,0,1,0,4,0,3,0,0,60,0,2,3.970414201183432,2684.0
